genus,species,specimen,individual,counter,bud,flwr,immFrt,fillFrt,infFrt,unfFrt,infFlwr,infImmFrt,infBud,unkRepStr,initials,entire_plant_confidence,early_herbivory,late_herbivory,number_repro_branches,stem_diam_cm,folder,day,month,year,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,maximumElevationInMeters
s,breweri,C61263,1,np,3,5,0,0,0,0,0,0,0,0,np,yes_assumed,no,yes,1,0.122,s_breweri,18,5,1954,40.417531,-123.179167,50,1006,NA
s,breweri,C61263,10,np,13,5,0,0,0,0,0,0,0,0,np,yes_roots,no,yes,2,0.19,s_breweri,18,5,1954,40.417531,-123.179167,50,1006,NA
s,breweri,C61263,11,np,19,9,0,0,0,0,0,0,0,1,np,yes_roots,no,no,3,0.224,s_breweri,18,5,1954,40.417531,-123.179167,50,1006,NA
s,breweri,C61263,12,np,3,2,0,0,0,0,0,0,0,1,np,yes_assumed,no,no,1,0.108,s_breweri,18,5,1954,40.417531,-123.179167,50,1006,NA
s,breweri,C61263,2,np,7,4,0,0,0,0,0,0,0,0,np,yes_roots,no,no,2,0.13,s_breweri,18,5,1954,40.417531,-123.179167,50,1006,NA
s,breweri,C61263,3,np,20,5,0,0,0,0,0,0,0,0,np,yes_roots,no,no,3,0.19,s_breweri,18,5,1954,40.417531,-123.179167,50,1006,NA
s,breweri,C61263,4,np,13,2,0,0,0,0,0,0,0,0,np,yes_roots,no,no,2,0.153,s_breweri,18,5,1954,40.417531,-123.179167,50,1006,NA
s,breweri,C61263,5,np,7,3,0,0,0,0,1,0,0,0,np,yes_roots,no,no,1,0.113,s_breweri,18,5,1954,40.417531,-123.179167,50,1006,NA
s,breweri,C61263,6,np,11,2,0,0,0,0,0,0,0,0,np,yes_roots,no,no,2,0.137,s_breweri,18,5,1954,40.417531,-123.179167,50,1006,NA
s,breweri,C61263,7,np,9,2,0,0,0,0,0,0,0,0,np,yes_roots,no,no,1,0.143,s_breweri,18,5,1954,40.417531,-123.179167,50,1006,NA
s,breweri,C61263,8,np,6,1,0,0,0,0,0,0,0,1,np,yes_roots,no,no,1,0.12,s_breweri,18,5,1954,40.417531,-123.179167,50,1006,NA
s,breweri,C61263,9,np,9,3,0,0,0,0,0,0,0,0,np,yes_roots,no,no,1,0.139,s_breweri,18,5,1954,40.417531,-123.179167,50,1006,NA
s,breweri,C61264,1,np,2,5,0,0,0,0,0,0,0,0,np,yes_assumed,no,no,1,0.099,s_breweri,15,6,1985,40.152995,-123.458959,100,1006,NA
s,breweri,C61264,2,np,10,8,1,0,0,0,0,0,0,0,np,yes_roots,no,no,2,0.153,s_breweri,15,6,1985,40.152995,-123.458959,100,1006,NA
s,breweri,C61264,3,np,3,5,2,0,0,0,0,0,0,0,np,yes_roots,no,no,1,0.127,s_breweri,15,6,1985,40.152995,-123.458959,100,1006,NA
s,breweri,C61264,4,np,3,5,0,0,0,0,0,0,0,0,np,yes_roots,no,no,1,0.099,s_breweri,15,6,1985,40.152995,-123.458959,100,1006,NA
s,breweri,C61264,5,np,5,5,0,0,0,0,0,0,0,0,np,yes_roots,no,no,1,0.113,s_breweri,15,6,1985,40.152995,-123.458959,100,1006,NA
s,breweri,JEPS75806,1,np,25,26,6,18,9,0,0,0,0,0,np,yes_assumed,no,no,5,0.215,s_breweri,20,6,1974,39.914111,-122.664513,100,944,NA
s,breweri,JEPS76648,1,np,22,7,0,2,0,0,0,0,0,0,np,yes_roots,no,no,3,0.184,s_breweri,18,6,1972,40.23776,-122.892134,1000,1158,1360
s,breweri,JEPS76648,2,np,35,6,0,0,0,0,0,0,0,1,np,yes_roots,no,no,4,0.204,s_breweri,18,6,1972,40.23776,-122.892134,1000,1158,1360
s,breweri,JEPS76648,3,np,33,26,9,3,0,0,0,3,0,1,np,yes_roots,no,no,3,0.226,s_breweri,18,6,1972,40.23776,-122.892134,1000,1158,1360
s,breweri,JEPS76648,4,np,27,7,0,0,0,0,0,0,0,1,np,yes_roots,no,no,4,0.259,s_breweri,18,6,1972,40.23776,-122.892134,1000,1158,1360
s,breweri,JEPS76648,5,np,37,24,2,7,0,0,1,0,0,0,np,yes_roots,no,no,4,0.215,s_breweri,18,6,1972,40.23776,-122.892134,1000,1158,1360
s,breweri,JEPS76648,6,np,5,7,0,3,1,0,0,0,1,5,np,yes_roots,no,yes,3,0.227,s_breweri,18,6,1972,40.23776,-122.892134,1000,1158,1360
s,cordatus,2784513,3,IRC,0,0,2,3,0,0,0,0,0,6,irc,yes_assumed,no,no,1,0.545,s_cordatus,30,6,1979,37.347856,-118.155088,2000,2348,NA
s,diversifolius,1368851,1,LL,4,9,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,5,0.178,s_diversifolius,8,5,1976,36.20566,-118.761324,1000,549,720
s,diversifolius,1368851,2,LL,32,13,0,0,0,0,3,0,0,0,ll,yes_roots,no,no,6,0.223,s_diversifolius,8,5,1976,36.20566,-118.761324,1000,549,720
s,diversifolius,1368851,3,LL,13,22,1,0,0,1,0,0,0,0,ll,yes_roots,no,no,7,0.155,s_diversifolius,8,5,1976,36.20566,-118.761324,1000,549,720
s,diversifolius,1368852,1,LL,2,11,1,2,0,1,1,0,0,0,ll,yes_roots,no,no,2,0.167,s_diversifolius,29,4,1986,39.598253,-121.557489,1000,380,NA
s,diversifolius,1368852,2,LL,0,16,2,12,0,0,2,0,0,0,ll,yes_roots,no,no,3,0.174,s_diversifolius,29,4,1986,39.598253,-121.557489,1000,380,NA
s,diversifolius,1368852,3,LL,0,5,1,2,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.078,s_diversifolius,29,4,1986,39.598253,-121.557489,1000,380,NA
s,diversifolius,1368852,4,LL,1,12,0,6,0,0,1,0,0,0,ll,yes_assumed,no,no,3,0.145,s_diversifolius,29,4,1986,39.598253,-121.557489,1000,380,NA
s,diversifolius,1368853,1,LL,39,21,1,2,0,1,0,0,0,0,ll,yes_roots,yes,no,8,0.258,s_diversifolius,30,4,1990,37.095874,-119.729136,2000,213,518
s,diversifolius,1368854,1,LL,1,1,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.129,s_diversifolius,6,4,1998,39.598253,-121.557489,3100,300,400
s,diversifolius,1368854,2,LL,2,1,0,0,0,0,0,0,2,0,ll,yes_roots,no,no,1,0.164,s_diversifolius,6,4,1998,39.598253,-121.557489,3100,300,400
s,diversifolius,1368854,3,LL,0,2,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.189,s_diversifolius,6,4,1998,39.598253,-121.557489,3100,300,400
s,diversifolius,1368854,4,LL,3,0,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.17,s_diversifolius,6,4,1998,39.598253,-121.557489,3100,300,400
s,diversifolius,1401054,1,LL,0,37,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,6,0.212,s_diversifolius,12,4,2013,39.596111,-121.543889,500,400,NA
s,diversifolius,1401054,2,LL,17,35,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,8,0.227,s_diversifolius,12,4,2013,39.596111,-121.543889,500,400,NA
s,diversifolius,1401924,1,LL,0,22,1,3,0,0,1,0,0,0,ll,yes_assumed,no,no,4,0.199,s_diversifolius,15,5,2010,39.596111,-121.544444,3100,300,400
s,diversifolius,1402014,1,LL,0,22,4,5,0,0,1,0,0,0,ll,yes_roots,no,no,8,0.238,s_diversifolius,19,4,2013,39.596389,-121.544444,5000,300,450
s,diversifolius,1402114,1,LL,7,0,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.104,s_diversifolius,20,4,1977,36.973193,-119.201793,2000,732,792
s,diversifolius,1402114,2,LL,6,0,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.13,s_diversifolius,20,4,1977,36.973193,-119.201793,2000,732,792
s,diversifolius,1402114,3,LL,1,0,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.131,s_diversifolius,20,4,1977,36.973193,-119.201793,2000,732,792
s,diversifolius,1402114,5,LL,4,0,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.141,s_diversifolius,20,4,1977,36.973193,-119.201793,2000,732,792
s,diversifolius,1402114,6,LL,6,2,0,0,0,0,0,0,0,0,ll,yes_assumed,no,no,1,0.098,s_diversifolius,20,4,1977,36.973193,-119.201793,2000,732,792
s,diversifolius,1402114,7,LL,3,0,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.128,s_diversifolius,20,4,1977,36.973193,-119.201793,2000,732,792
s,diversifolius,2038721,1,an,4,15,0,0,0,1,0,0,0,0,an,yes_assumed,no,no,4,0.145,s_diversifolius,29,4,1974,39.5952778,-121.541111,4000,250,410
s,diversifolius,2038721,2,an,6,58,0,0,0,0,1,0,0,0,an,yes_roots,no,no,9,0.407,s_diversifolius,29,4,1974,39.5952778,-121.541111,4000,250,410
s,diversifolius,2052292,1,an,14,0,0,0,0,0,0,0,0,0,an,yes_roots,no,yes,4,0.17,s_diversifolius,9,5,1984,37.378057,-119.599723,150,1060,1100
s,diversifolius,2052292,2,an,36,54,3,1,0,2,5,0,0,0,an,yes_roots,no,no,11,0.303,s_diversifolius,9,5,1984,37.378057,-119.599723,150,1060,1100
s,diversifolius,2052641,1,an,4,58,0,0,0,0,3,0,0,0,an,yes_roots,no,no,9,0.288,s_diversifolius,21,4,1966,39.558249000000004,-121.543916,300,274,NA
s,diversifolius,2053142,1,an,3,14,0,0,0,0,0,0,0,0,an,yes_roots,no,no,6,0.244,s_diversifolius,1,4,1986,39.59416667,-121.5427778,100,243,NA
s,diversifolius,2053142,2,an,0,7,0,0,0,0,0,0,0,0,an,yes_roots,no,no,2,0.198,s_diversifolius,1,4,1986,39.59416667,-121.5427778,100,243,NA
s,diversifolius,2055695,1,an,1,6,0,0,0,0,0,0,0,0,an,yes_roots,no,no,1,0.18,s_diversifolius,10,4,1987,39.61194444,-121.549444,300,415,NA
s,diversifolius,2060007,1,an,7,5,0,0,0,0,0,0,0,0,an,yes_roots,no,no,5,0.183,s_diversifolius,8,4,1989,39.61042,-121.559675,30,360,370
s,diversifolius,2060007,2,an,0,4,0,0,0,0,0,0,0,0,an,yes_roots,no,no,1,0.147,s_diversifolius,8,4,1989,39.61042,-121.559675,30,360,370
s,diversifolius,2072419,1,an,11,23,1,0,0,4,0,0,0,0,an,yes_roots,no,no,8,0.237,s_diversifolius,14,5,1985,37.340833,-119.572778,300,1219,NA
s,diversifolius,2072419,2,an,6,17,1,0,0,0,0,0,0,0,an,unsure,no,no,4,0.124,s_diversifolius,14,5,1985,37.340833,-119.572778,300,1219,NA
s,diversifolius,2075157,1,an,0,2,0,0,0,0,0,0,0,0,an,yes_roots,no,no,1,0.152,s_diversifolius,22,4,1969,39.59027778,-121.5444444,50,395,NA
s,diversifolius,2075157,2,an,0,4,0,0,0,0,0,0,0,0,an,yes_roots,no,no,1,0.192,s_diversifolius,22,4,1969,39.59027778,-121.5444444,50,395,NA
s,diversifolius,2075759,1,an,2,5,0,9,1,2,1,0,0,0,an,yes_roots,no,no,1,0.226,s_diversifolius,3,6,1998,39.598844,-121.54136,500,410,NA
s,diversifolius,2075759,2,an,0,22,6,12,0,9,0,0,0,0,an,yes_roots,no,no,4,0.288,s_diversifolius,3,6,1998,39.598844,-121.54136,500,410,NA
s,diversifolius,2075759,3,an,1,10,4,13,0,1,0,0,0,0,an,yes_roots,no,no,4,0.236,s_diversifolius,3,6,1998,39.598844,-121.54136,500,410,NA
s,diversifolius,208325,1,LL,5,29,10,2,1,0,1,0,0,0,ll,yes_roots,no,no,7,0.171,s_diversifolius,23,5,1988,37.306739,-119.528522,1000,1100,NA
s,diversifolius,208325,2,LL,2,2,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.052,s_diversifolius,23,5,1988,37.306739,-119.528522,1000,1100,NA
s,diversifolius,208325,3,LL,4,3,0,0,0,0,1,0,0,0,ll,yes_roots,no,no,1,0.08,s_diversifolius,23,5,1988,37.306739,-119.528522,1000,1100,NA
s,diversifolius,208325,4,LL,4,9,1,1,0,0,1,0,0,0,ll,yes_roots,no,no,1,0.094,s_diversifolius,23,5,1988,37.306739,-119.528522,1000,1100,NA
s,diversifolius,208325,5,LL,2,5,1,1,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.077,s_diversifolius,23,5,1988,37.306739,-119.528522,1000,1100,NA
s,diversifolius,208357,1,LL,22,27,4,6,0,1,2,1,2,0,ll,yes_assumed,yes,no,9,0.205,s_diversifolius,9,6,1987,37.0896468,-119.3953457,500,1090,1163
s,diversifolius,208357,2,LL,12,14,4,16,0,1,0,1,0,0,ll,yes_roots,no,no,9,0.154,s_diversifolius,9,6,1987,37.0896468,-119.3953457,500,1090,1163
s,diversifolius,208424,1,LL,7,6,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,4,0.13,s_diversifolius,24,5,1971,37.258483,-119.507479,500,884,980
s,diversifolius,208424,2,LL,8,2,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,2,0.088,s_diversifolius,24,5,1971,37.258483,-119.507479,500,884,980
s,diversifolius,208424,3,LL,8,9,0,0,0,1,0,0,0,0,ll,yes_roots,no,no,4,0.11,s_diversifolius,24,5,1971,37.258483,-119.507479,500,884,980
s,diversifolius,208424,4,LL,2,2,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.093,s_diversifolius,24,5,1971,37.258483,-119.507479,500,884,980
s,diversifolius,208424,5,LL,2,3,0,0,0,0,0,0,2,0,ll,yes_roots,no,no,3,0.103,s_diversifolius,24,5,1971,37.258483,-119.507479,500,884,980
s,diversifolius,208424,6,LL,4,8,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,4,0.116,s_diversifolius,24,5,1971,37.258483,-119.507479,500,884,980
s,diversifolius,2103984,1,an,0,10,1,2,1,0,2,0,0,0,an,yes_roots,no,no,4,0.121,s_diversifolius,6,5,2007,39.63027778,-121.5511111,100,451,NA
s,diversifolius,2103984,2,an,0,21,0,13,0,11,4,0,0,0,an,yes_roots,no,no,5,0.204,s_diversifolius,6,5,2007,39.63027778,-121.5511111,100,451,NA
s,diversifolius,2103984,3,an,0,7,1,0,0,0,0,0,0,0,an,yes_roots,no,no,1,0.148,s_diversifolius,6,5,2007,39.63027778,-121.5511111,100,451,NA
s,diversifolius,2121910,1,an,0,16,2,1,0,2,0,0,0,0,an,yes_roots,no,no,3,0.201,s_diversifolius,3,5,2006,39.59889,-121.54417,200,407,NA
s,diversifolius,2121910,2,an,4,28,3,1,0,0,0,0,0,0,an,yes_roots,no,no,6,0.224,s_diversifolius,3,5,2006,39.59889,-121.54417,200,407,NA
s,diversifolius,2121910,3,an,1,5,1,0,0,0,0,0,0,0,an,yes_roots,no,no,1,0.101,s_diversifolius,3,5,2006,39.59889,-121.54417,200,407,NA
s,diversifolius,2144518,1,an,1,13,6,12,0,6,4,0,0,0,an,yes_roots,no,no,7,0.229,s_diversifolius,10,5,2006,38.650855,-120.706153,100,550,560
s,diversifolius,2144518,2,an,4,10,3,2,0,0,0,0,0,0,an,yes_roots,no,no,4,0.2,s_diversifolius,10,5,2006,38.650855,-120.706153,100,550,560
s,diversifolius,2144520,1,an,5,27,0,0,0,0,0,0,0,0,an,yes_roots,no,no,7,0.191,s_diversifolius,10,5,2006,38.655274,-120.664433,100,600,630
s,diversifolius,2144520,2,an,5,12,0,0,0,0,0,0,0,0,an,yes_roots,no,no,3,0.157,s_diversifolius,10,5,2006,38.655274,-120.664433,100,600,630
s,diversifolius,2151238,1,mb,3,15,0,0,0,0,0,0,0,0,mb,yes_roots,no,no,5,0.225,s_diversifolius,23,4,2006,39.612672,-121.553103,200,400,420
s,diversifolius,2151238,2,mb,1,20,1,0,0,0,0,0,0,0,mb,yes_roots,no,no,5,0.228,s_diversifolius,23,4,2006,39.612672,-121.553103,200,400,420
s,diversifolius,2175840,1,an,0,42,0,0,0,0,0,0,0,0,an,yes_roots,no,no,8,0.306,s_diversifolius,21,4,1978,39.601577,-121.553707,500,305,390
s,diversifolius,2175854,1,an,75,88,1,0,0,0,0,0,0,0,an,yes_roots,no,no,10,0.579,s_diversifolius,28,4,1961,37.33841,-119.64716,500,750,NA
s,diversifolius,2175858,1,an,0,3,0,0,0,0,0,0,0,0,an,yes_roots,no,no,1,0.162,s_diversifolius,21,4,1975,39.590507,-121.551841,500,381,NA
s,diversifolius,2175858,2,an,0,4,0,0,0,0,0,0,0,0,an,yes_roots,no,no,1,0.14,s_diversifolius,21,4,1975,39.590507,-121.551841,500,381,NA
s,diversifolius,2175858,3,an,1,4,0,0,0,0,0,0,0,0,an,yes_roots,no,no,1,0.176,s_diversifolius,21,4,1975,39.590507,-121.551841,500,381,NA
s,diversifolius,2175858,4,an,0,3,0,0,0,0,0,0,0,0,an,yes_roots,no,no,1,0.131,s_diversifolius,21,4,1975,39.590507,-121.551841,500,381,NA
s,diversifolius,2262590,1,LL,13,18,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,8,0.181,s_diversifolius,6,3,1965,36.718925,-119.347098,200,152,200
s,diversifolius,2262590,2,LL,7,1,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.129,s_diversifolius,6,3,1965,36.718925,-119.347098,200,152,200
s,diversifolius,2262590,3,LL,3,0,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.093,s_diversifolius,6,3,1965,36.718925,-119.347098,200,152,200
s,diversifolius,2262590,4,LL,5,3,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.111,s_diversifolius,6,3,1965,36.718925,-119.347098,200,152,200
s,diversifolius,2262590,5,LL,3,4,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.097,s_diversifolius,6,3,1965,36.718925,-119.347098,200,152,200
s,diversifolius,2262590,6,LL,4,1,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.081,s_diversifolius,6,3,1965,36.718925,-119.347098,200,152,200
s,diversifolius,2262590,7,LL,1,0,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.118,s_diversifolius,6,3,1965,36.718925,-119.347098,200,152,200
s,diversifolius,2262590,8,LL,3,3,1,0,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.085,s_diversifolius,6,3,1965,36.718925,-119.347098,200,152,200
s,diversifolius,2262590,9,LL,5,2,0,0,0,0,0,0,0,0,ll,yes_roots,no,no,1,0.123,s_diversifolius,6,3,1965,36.718925,-119.347098,200,152,200
s,diversifolius,23072643,1,an,17,24,5,6,1,0,2,0,0,0,an,yes_roots,no,yes,8,0.301,s_diversifolius,14,7,1963,36.469776,-118.91665,5000,280,600
s,diversifolius,23072644,1,an,9,9,2,0,0,0,0,0,0,0,an,yes_roots,no,no,6,0.191,s_diversifolius,10,5,1948,37.177937,-119.728678,200,400,500
s,diversifolius,23072644,2,an,18,12,1,0,0,1,0,0,0,0,an,yes_roots,no,no,5,0.188,s_diversifolius,10,5,1948,37.177937,-119.728678,200,400,500
s,diversifolius,23072644,3,an,10,5,0,0,0,0,0,0,0,0,an,yes_roots,no,no,5,0.227,s_diversifolius,10,5,1948,37.177937,-119.728678,200,400,500
s,diversifolius,23072644,4,an,20,7,0,0,0,0,1,0,0,0,an,yes_roots,no,no,5,0.182,s_diversifolius,10,5,1948,37.177937,-119.728678,200,400,500
s,diversifolius,23072645,1,an,31,12,2,0,0,0,0,0,0,0,an,yes_roots,no,no,10,0.234,s_diversifolius,16,5,1938,37.288794,-119.869348,2000,210,400
s,diversifolius,23072645,2,an,5,5,3,1,0,0,0,0,0,0,an,yes_assumed,no,no,4,0.111,s_diversifolius,16,5,1938,37.288794,-119.869348,2000,210,400
s,diversifolius,23072645,3,an,18,17,6,4,0,1,0,0,0,0,an,yes_assumed,no,no,5,0.156,s_diversifolius,16,5,1938,37.288794,-119.869348,2000,210,400
s,diversifolius,23072646,1,an,16,10,5,0,0,0,0,0,0,0,an,yes_roots,no,no,6,0.165,s_diversifolius,16,5,1938,37.462,-119.946,1000,553,610
s,diversifolius,23072646,2,an,11,4,0,0,0,0,0,0,0,0,an,yes_roots,no,no,2,0.162,s_diversifolius,16,5,1938,37.462,-119.946,1000,553,610
s,diversifolius,23072646,3,an,2,2,1,0,0,0,0,0,2,0,an,yes_roots,no,no,1,0.136,s_diversifolius,16,5,1938,37.462,-119.946,1000,553,610
s,diversifolius,23072646,4,an,4,4,2,0,0,0,0,0,0,0,an,yes_roots,no,no,1,0.074,s_diversifolius,16,5,1938,37.462,-119.946,1000,553,610
s,diversifolius,23072649,1,an,9,2,0,0,0,0,0,0,0,0,an,yes_roots,no,no,4,0.178,s_diversifolius,22,5,1960,37.888669,-119.846233,200,1438,NA
s,diversifolius,23072649,2,an,12,2,0,0,0,0,0,0,0,0,an,yes_roots,no,no,4,0.157,s_diversifolius,22,5,1960,37.888669,-119.846233,200,1438,NA
s,diversifolius,23072649,3,an,4,0,0,0,0,0,0,0,0,0,an,yes_roots,no,no,2,0.131,s_diversifolius,22,5,1960,37.888669,-119.846233,200,1438,NA
s,diversifolius,23072649,4,an,12,1,0,0,0,0,0,0,0,0,an,yes_roots,no,no,5,0.152,s_diversifolius,22,5,1960,37.888669,-119.846233,200,1438,NA
s,diversifolius,23072649,5,an,12,0,0,0,0,0,0,0,1,0,an,yes_roots,no,no,5,0.15,s_diversifolius,22,5,1960,37.888669,-119.846233,200,1438,NA
s,diversifolius,23072653,1,an,39,24,0,0,0,0,1,0,0,0,an,yes_roots,no,no,8,0.212,s_diversifolius,8,6,1963,37.079066,-119.414102,2000,1092,1369
s,diversifolius,23072653,2,an,28,2,0,0,0,0,3,0,0,0,an,yes_roots,no,no,8,0.21,s_diversifolius,8,6,1963,37.079066,-119.414102,2000,1092,1369
s,diversifolius,23072653,3,an,3,0,0,0,0,0,2,0,0,0,an,yes_roots,no,no,1,0.079,s_diversifolius,8,6,1963,37.079066,-119.414102,2000,1092,1369
s,diversifolius,23072654,1,an,17,12,0,0,0,0,0,0,0,0,an,yes_roots,no,no,5,0.165,s_diversifolius,9,5,1938,36.746161,-119.107647,609,500,NA
s,diversifolius,23072654,2,an,67,19,1,0,0,0,0,0,0,0,an,yes_roots,no,no,10,0.231,s_diversifolius,9,5,1938,36.746161,-119.107647,609,500,NA
s,diversifolius,23072654,3,an,25,20,1,0,0,0,1,0,0,0,an,yes_roots,no,no,8,0.145,s_diversifolius,9,5,1938,36.746161,-119.107647,609,500,NA
s,diversifolius,23072655,1,an,15,7,0,0,0,0,0,0,0,0,an,yes_roots,no,no,2,0.27,s_diversifolius,5,5,1938,37.240824,-119.799395,3000,350,545
s,diversifolius,23072655,2,an,6,7,0,0,0,0,1,0,0,0,an,yes_roots,no,yes,2,0.188,s_diversifolius,5,5,1938,37.240824,-119.799395,3000,350,545
s,diversifolius,23072655,3,an,1,2,0,0,0,0,2,0,0,0,an,yes_roots,no,no,1,0.157,s_diversifolius,5,5,1938,37.240824,-119.799395,3000,350,545
s,diversifolius,23072656,1,an,10,13,7,7,1,2,2,0,0,0,an,yes_roots,no,no,5,0.191,s_diversifolius,NA,6,1915,37.236873,-119.775154,200,335,350
s,diversifolius,23072656,2,an,10,10,2,1,0,1,2,0,0,0,an,yes_roots,no,no,3,0.103,s_diversifolius,NA,6,1915,37.236873,-119.775154,200,335,350
s,diversifolius,23072657,1,an,15,89,24,30,4,13,32,1,1,0,an,yes_roots,no,yes,24,0.463,s_diversifolius,1,6,1968,36.447,-118.708618,500,1670,NA
s,diversifolius,305345,1,LL,0,17,0,0,0,0,1,0,0,0,ll,yes_roots,no,no,2,0.243,s_diversifolius,1,4,1986,39.597349,-121.546555,300,396,NA
s,diversifolius,3180646,1,an,1,8,1,0,0,0,2,0,0,0,an,yes_roots,no,no,1,0.112,s_diversifolius,7,5,1998,37.427865,-119.96996,400,457,NA
s,diversifolius,3180646,2,an,3,6,0,0,0,0,0,0,0,0,an,yes_roots,no,no,1,0.107,s_diversifolius,7,5,1998,37.427865,-119.96996,400,457,NA
s,diversifolius,3180646,3,an,15,10,0,0,0,0,0,0,0,0,an,yes_roots,no,no,1,0.12,s_diversifolius,7,5,1998,37.427865,-119.96996,400,457,NA
s,diversifolius,3180646,4,an,25,28,0,1,0,0,0,0,0,0,an,yes_roots,no,no,8,0.286,s_diversifolius,7,5,1998,37.427865,-119.96996,400,457,NA
s,diversifolius,3194984,1,an,2,18,1,2,2,1,0,0,0,0,an,yes_roots,no,no,5,0.214,s_diversifolius,3,6,1998,39.598844,-121.54136,500,410,NA
s,diversifolius,3194984,2,an,3,2,4,6,0,0,0,0,0,0,an,yes_roots,no,no,3,0.205,s_diversifolius,3,6,1998,39.598844,-121.54136,500,410,NA
s,diversifolius,3194984,3,an,0,23,7,10,0,7,0,0,0,0,an,yes_roots,no,no,5,0.204,s_diversifolius,3,6,1998,39.598844,-121.54136,500,410,NA
s,diversifolius,3254994,1,an,10,17,0,0,0,0,0,0,0,0,an,unsure,no,no,8,0.25,s_diversifolius,18,5,1907,36.740248,-119.058208,5000,600,1500
s,diversifolius,3254994,2,an,0,5,0,0,0,0,0,0,0,0,an,yes_roots,no,no,3,0.16,s_diversifolius,18,5,1907,36.740248,-119.058208,5000,600,1500
s,diversifolius,3254994,3,an,2,13,0,0,0,0,0,0,0,0,an,yes_roots,no,no,4,0.177,s_diversifolius,18,5,1907,36.740248,-119.058208,5000,600,1500
s,diversifolius,3254994,4,an,3,10,0,0,0,0,0,0,0,0,an,yes_roots,no,no,2,0.165,s_diversifolius,18,5,1907,36.740248,-119.058208,5000,600,1500
s,diversifolius,3254994,5,an,8,12,0,0,0,0,0,0,0,0,an,yes_roots,no,no,5,0.183,s_diversifolius,18,5,1907,36.740248,-119.058208,5000,600,1500
s,diversifolius,3254994,6,an,5,6,0,0,0,0,1,0,0,0,an,yes_roots,no,no,1,0.145,s_diversifolius,18,5,1907,36.740248,-119.058208,5000,600,1500
s,diversifolius,3254994,7,an,9,13,0,0,0,0,1,0,0,0,an,yes_roots,no,no,7,0.201,s_diversifolius,18,5,1907,36.740248,-119.058208,5000,600,1500
s,diversifolius,3254994,8,an,2,3,0,0,0,0,0,0,0,0,an,yes_roots,no,no,1,0.093,s_diversifolius,18,5,1907,36.740248,-119.058208,5000,600,1500
s,diversifolius,3256779,1,an,2,8,0,1,0,0,4,0,3,0,an,yes_roots,no,yes,4,0.209,s_diversifolius,20,6,1900,37.0622,-119.35894,415,1420,1480
s,diversifolius,3256779,2,an,3,4,0,0,0,1,0,0,0,0,an,yes_roots,no,yes,3,0.131,s_diversifolius,20,6,1900,37.0622,-119.35894,415,1420,1480
s,diversifolius,3256779,3,an,1,2,1,1,0,0,2,0,0,0,an,yes_assumed,no,no,2,0.181,s_diversifolius,20,6,1900,37.0622,-119.35894,415,1420,1480
s,diversifolius,3256779,4,an,2,9,3,6,0,0,11,0,2,0,an,yes_roots,no,yes,10,0.251,s_diversifolius,20,6,1900,37.0622,-119.35894,415,1420,1480
s,diversifolius,3273239,1,an,4,12,3,12,0,0,3,0,0,1,an,yes_roots,no,yes,6,0.235,s_diversifolius,9,7,1922,37.88222,-119.85472,1000,1432,NA
s,diversifolius,3273239,2,an,0,3,0,3,0,0,1,0,0,1,an,yes_roots,no,yes,6,0.122,s_diversifolius,9,7,1922,37.88222,-119.85472,1000,1432,NA
s,diversifolius,3273239,3,an,4,5,1,5,0,0,2,0,0,1,an,yes_roots,no,yes,3,0.169,s_diversifolius,9,7,1922,37.88222,-119.85472,1000,1432,NA
s,diversifolius,3283795,1,an,2,6,1,2,0,0,0,0,0,0,an,yes_roots,no,no,2,0.132,s_diversifolius,NA,6,1915,37.217926,-119.90481,3232,280,440
