species,specimen,long,lat,elev_m,collection_year,collection_month,collection_day,collection_date,collection_DOWY,sept_1_date,first_rain_date,first_rain_DOWY,season_length,first_14dry_date,first_14dry_DOWY,coll_rel_dry,mid_DOWY,early_ppt,late_ppt,GDD,number_of_small_events,total_ppt_mm_prism,total_rain_events,tmean_first_rain_to_coll,day_first_rain_to_coll
coulteri,1687300,-118.4955,35.0865,1616,2016,5,3,2016-05-03,245,2015-09-01,2016-01-05,126,119,2016-05-19,261,-16,185.5,119.54,93.03999999999999,405.45,7,212.58,14,6.63,119
coulteri,1687302,-118.4941,35.0892,1616,2016,5,3,2016-05-03,245,2015-09-01,2016-01-05,126,119,2016-05-19,261,-16,185.5,119.54,93.03999999999999,405.45,7,212.58,14,6.63,119
coulteri,1699661,-118.6273,34.7567,1099,2008,4,17,2008-04-17,229,2007-09-01,2008-01-04,125,104,2008-04-04,216,13,177,268.85,8.629999999999999,253.5,3,277.48,7,8.094285714285714,104
coulteri,1702189,-119.186,34.9654,814,1998,4,19,1998-04-19,230,1997-09-01,1997-12-06,96,134,1998-05-17,258,-28,163,265.4,227.99,384.15,9,493.39,19,7.3059259259259255,134
coulteri,172734,-119.357,34.6877,1095,2000,4,27,2000-04-27,239,1999-09-01,2000-01-25,146,93,2000-04-01,213,26,192.5,298.55,68.8,480.55,3,367.35,8,9.789361702127659,93
coulteri,172736,-120.0759,35.1079,583,2001,4,26,2001-04-26,237,2000-09-01,2000-10-26,55,182,2001-04-23,234,3,146,176.05,394.01,545.2,5,570.0600000000001,12,10.355737704918033,182
coulteri,172737,-119.4144,34.7553,1083,1992,4,24,1992-04-24,236,1991-09-01,1991-12-28,118,118,1992-04-04,216,20,177,360.44,126.93,386.75,3,487.37,8,9.764705882352942,118
coulteri,172739,-119.4051,34.9199,1225,1997,3,28,1997-03-28,208,1996-09-01,1996-10-30,59,149,1997-04-01,212,-4,133.5,151.44,59.49,315.65,5,210.93,13,8.306666666666667,149
coulteri,2072864,-119.6564,35.2878,517,1988,3,10,1988-03-10,191,1987-09-01,1987-11-04,64,127,1988-05-08,250,-59,127.5,92.45,42.39,373.45,6,134.84,12,9.25234375,127
coulteri,2269030,-119.3341,34.6007,1458,2016,4,15,2016-04-15,227,2015-09-01,2016-01-05,126,101,2016-05-10,252,-25,176.5,201.32,113.14,248.64999999999998,2,314.46000000000004,9,9.20392156862745,101
coulteri,295209,-118.681,35.516,1248,1982,4,27,1982-04-27,238,1981-09-01,1981-10-28,57,181,1982-05-06,247,-9,147.5,234.4,300.92,445.6,13,535.32,25,6.604945054945055,181
coulteri,295229,-118.7096,35.5376,1247,1982,3,8,1982-03-08,188,1981-09-01,1981-10-28,57,131,1982-05-14,255,-67,122.5,149.19,178.11,327,9,327.3,18,6.226515151515152,131
coulteri,303056,-118.4835,35.9384,1525,1985,3,2,1985-03-02,182,1984-09-01,1984-11-17,77,105,1985-04-03,214,-32,129.5,220.1,90.72,345.25,8,317.21,13,2.6547169811320757,105
coulteri,466603,-118.4101,35.5766,1272,1986,4,19,1986-04-19,230,1985-09-01,1985-11-29,89,141,1986-04-17,228,2,159.5,158.93,239.32,316.8,6,398.25,14,8.11830985915493,141
coulteri,466803,-118.6594,34.6964,1470,1997,3,25,1997-03-25,205,1996-09-01,1996-10-30,59,146,1997-04-01,212,-7,132,269.52,120.65,170,5,390.17,13,7.384353741496598,146
coulteri,466818,-118.2563,35.4187,1412,2008,5,1,2008-05-01,243,2007-09-01,2008-01-05,126,117,2008-04-04,216,27,184.5,135.07,4.390000000000001,271.15,3,139.46,7,6.40593220338983,117
coulteri,466849,-120.1865,35.0356,496,1998,4,9,1998-04-09,220,1997-09-01,1997-11-10,70,150,1998-06-17,289,-69,145,337.14,536,359.4,4,873.14,16,10.439735099337748,150
coulteri,466874,-118.7644,34.7806,1054,2015,4,10,2015-04-10,221,2014-09-01,2014-12-03,93,128,2015-04-09,220,1,157,137.99,19.52,369.65,8,157.51,12,11.04108527131783,128
coulteri,466876,-118.625,34.8942,1149,2009,4,22,2009-04-22,233,2008-09-01,2008-11-26,86,147,2009-04-12,223,10,159.5,139.27,88.61,404.45,8,227.88,15,7.554054054054054,147
coulteri,608766,-119.35,34.64,1616,2000,5,15,2000-05-15,257,1999-09-01,1999-11-09,69,188,2000-04-01,213,44,163,112.66,771.9399999999999,453.15000000000003,3,884.6,11,7.976719576719577,188
coulteri,653038,-119.3941,34.7501,1170,2016,3,9,2016-03-09,190,2015-09-01,2016-01-05,126,64,2016-04-12,224,-34,158,96.93,57.150000000000006,289,2,154.08,5,9.953846153846154,64
coulteri,660161,-118.2228,35.584,1222,2015,3,21,2015-03-21,201,2014-09-01,2014-12-02,92,109,2015-05-17,258,-57,146.5,76.35,31.88,235.15,6,108.23,10,10.114545454545455,109
coulteri,689396,-118.782,36.1658,602,2008,3,23,2008-03-23,204,2007-09-01,2007-12-07,97,107,2008-04-01,213,-9,150.5,226.68,129.07,301.2,5,355.75,11,8.442592592592593,107
coulteri,691963,-118.1341,35.5579,1616,2014,3,21,2014-03-21,201,2013-09-01,2014-02-27,179,22,2014-04-04,215,-14,190,38.51,0,62.35,0,38.51,1,9.956521739130435,22
coulteri,698525,-118.1764,35.7342,1177,1989,4,19,1989-04-19,230,1988-09-01,1988-11-24,84,146,1989-04-01,212,18,157,128.72,94.98,414.05,5,223.7,12,8.561224489795919,146
coulteri,702266,-118.9639,34.836,1712,2015,5,7,2015-05-07,248,2014-09-01,2014-12-03,93,155,2015-04-09,220,28,170.5,139.82999999999998,23.11,408.05,9,162.94,15,8.987820512820512,155
coulteri,785583,-118.9182,34.834,1454,2015,5,5,2015-05-05,246,2014-09-01,2014-12-03,93,153,2015-04-09,220,26,169.5,147.19,25.22,418.55,9,172.41,15,10.199350649350649,153
coulteri,792138,-118.6963,34.8582,1245,2014,4,16,2014-04-16,227,2013-09-01,2014-02-27,179,48,2014-04-07,218,9,203,89.06,22.48,194.3,2,111.54,4,10.216326530612244,48
coulteri,946028,-118.5405,34.9426,1545,2014,4,5,2014-04-05,216,2013-09-01,2014-02-27,179,37,2014-04-07,218,-2,197.5,103.29,41.5,96.85,2,145.41,4,8,37
coulteri,956571,-118.6074,34.8995,1581,2009,4,21,2009-04-21,232,2008-09-01,2008-11-26,86,146,2009-04-12,223,9,159,164,114.07,220.65,7,278.07,15,6.041496598639456,146
coulteri,961134,-118.6625,34.9588,1406,2014,3,20,2014-03-20,200,2013-09-01,2014-02-27,179,21,2014-04-07,218,-18,189.5,99.66,0,53.3,0,99.66,1,9.00909090909091,21
coulteri,961339,-118.8311,36.4295,1206,2016,4,14,2016-04-14,226,2015-09-01,2015-10-15,44,182,2016-05-10,252,-26,135,333.91,353.45,231.55,7,687.36,23,9.260655737704917,182
coulteri,989945,-118.6205,34.5142,414,2014,4,17,2014-04-17,228,2013-09-01,2014-02-27,179,49,2014-04-04,215,13,203.5,111.57000000000001,13.61,203.9,1,125.18,3,15.936,49
coulteri,993016,-118.8477,36.4459,784,2016,3,14,2016-03-14,195,2015-09-01,2015-10-15,44,151,2016-05-10,252,-57,119.5,256.1,336.13,223.95000000000002,5,592.23,20,10.751315789473685,151
coulteri,993196,-118.6447,34.8913,1149,2014,4,17,2014-04-17,228,2013-09-01,2014-02-27,179,49,2014-04-07,218,10,203.5,101,17.75,194.9,2,118.75,4,11.36,49
coulteri,C154078,-118.3861,35.5658,1538,1996,5,10,1996-05-10,252,1995-09-01,1995-12-12,102,150,1996-04-20,232,20,177,290.18,75.76,380.8,5,365.94,15,7.6158940397351,150
coulteri,C184080,-119.1858,34.9867,431,1997,3,7,1997-03-07,187,1996-09-01,1996-10-30,59,128,1997-04-02,213,-26,123,126.18,65.6,276.1,12,191.78,17,10.858914728682171,128
coulteri,C204724,-118.1792,35.7417,1177,1991,4,20,1991-04-20,231,1990-09-01,1991-02-28,180,51,1991-04-06,217,14,205.5,188.56,23.16,134.55,3,211.72000000000003,6,8.282692307692308,51
coulteri,C38385,-119.3819,36.8222,304,1996,3,17,1996-03-17,198,1995-09-01,1995-12-11,101,97,1996-04-20,232,-34,149.5,203.4,196.52,211.1,3,399.92,14,10.610204081632654,97
coulteri,C38404,-118,35.7167,1971,1990,5,25,1990-05-25,266,1989-09-01,1989-10-26,55,211,1990-04-01,212,54,160.5,106.53,52.89,595.55,9,159.42000000000002,15,6.274056603773585,211
coulteri,C473088,-118.0296,35.6174,1928,2014,3,15,2014-03-15,195,2013-09-01,2014-02-27,179,16,2014-04-04,215,-20,187,40.94,0,44.6,0,40.94,1,6.847058823529411,16
coulteri,C473107,-118.1335,35.5581,1616,2014,3,21,2014-03-21,201,2013-09-01,2014-02-27,179,22,2014-04-04,215,-14,190,38.51,0,62.35,0,38.51,1,9.956521739130435,22
coulteri,C478193,-118.2333,35.525,1184,1982,4,25,1982-04-25,236,1981-09-01,1981-11-27,87,149,1982-04-13,224,12,161.5,128.28,131.38,387.5,10,259.65999999999997,18,6.941333333333334,149
coulteri,C478195,-118.95,35.425,185,1983,3,14,1983-03-14,194,1982-09-01,1983-01-19,140,54,1983-05-03,244,-50,167,88.45,64.72,134.2,7,153.17000000000002,10,12.318181818181818,54
coulteri,C479697,-118.2454,35.5596,1184,1982,4,25,1982-04-25,236,1981-09-01,1981-11-27,87,149,1982-04-13,224,12,161.5,128.28,131.38,387.5,10,259.65999999999997,18,6.941333333333334,149
coulteri,C479699,-118.05,35.6375,1928,1982,5,14,1982-05-14,255,1981-09-01,1981-10-01,30,225,1982-04-13,224,31,142.5,244.35999999999999,166.84,700.55,12,411.2,24,5.4663716814159296,225
coulteri,C520451,-118.4938,35.0912,1616,2016,5,3,2016-05-03,245,2015-09-01,2016-01-05,126,119,2016-05-19,261,-16,185.5,119.54,93.03999999999999,405.45,7,212.58,14,6.63,119
diversifolius,1368852,-121.5575,39.5983,358,1986,4,29,1986-04-29,240,1985-09-01,1985-09-07,6,234,1986-05-11,252,-12,123,381.7,922.48,632.55,6,1304.18,21,12.524255319148937,234
diversifolius,1368853,-119.7291,37.0959,305,1990,4,30,1990-04-30,241,1989-09-01,1989-09-17,16,225,1990-04-25,236,5,128.5,99.09,185.56,1013.25,5,284.65000000000003,14,12.243362831858407,225
diversifolius,1368854,-121.5575,39.5983,358,1998,4,6,1998-04-06,217,1997-09-01,1997-10-09,38,179,1998-06-14,286,-69,127.5,471.03000000000003,986.15,271.2,6,1509.6,21,10.827777777777778,179
diversifolius,1401054,-121.5439,39.5961,358,2013,4,12,2013-04-12,223,2012-09-01,2012-10-22,51,172,2013-04-09,220,3,137,648.32,150.69,360.25,4,799.01,18,11.052601156069365,172
diversifolius,1401924,-121.5444,39.5961,358,2010,5,15,2010-05-15,256,2009-09-01,2009-10-13,42,214,2010-06-06,278,-22,149,537.49,468.23,409.9,8,1005.72,29,10.980930232558139,214
diversifolius,1402014,-121.5444,39.5964,358,2013,4,19,2013-04-19,230,2012-09-01,2012-10-22,51,179,2013-04-09,220,10,140.5,648.32,150.69,386.4,4,799.01,18,11.166666666666666,179
diversifolius,2052292,-119.5997,37.3781,1361,1984,5,9,1984-05-09,251,1983-09-01,1983-09-27,26,225,1984-05-16,258,-7,138.5,721.91,245.73999999999998,561,11,967.65,24,7.074778761061947,225
diversifolius,2053142,-121.5428,39.5942,358,1986,4,1,1986-04-01,212,1985-09-01,1985-09-07,6,206,1986-05-11,252,-40,109,357.08,897.74,543.65,3,1254.82,16,12.385507246376811,206
diversifolius,2055695,-121.5494,39.6119,412,1987,4,10,1987-04-10,221,1986-09-01,1986-09-16,15,206,1987-05-10,251,-30,118,257.8,555.84,599.35,8,813.64,23,11.464251207729468,206
diversifolius,2060007,-121.5597,39.6104,412,1989,4,8,1989-04-08,219,1988-09-01,1988-11-02,62,157,1989-04-04,215,4,140.5,503.31,510.4,314.05,7,1013.71,23,9.20506329113924,157
diversifolius,2072419,-119.5728,37.3408,1091,1985,5,14,1985-05-14,255,1984-09-01,1984-10-17,46,209,1985-04-01,212,43,150.5,335.48,298.94,591.6,6,634.42,22,7.285714285714286,209
diversifolius,2075759,-121.5414,39.5988,358,1998,6,3,1998-06-03,275,1997-09-01,1997-10-09,38,237,1998-06-14,286,-11,156.5,956.42,725.81,413.45,7,1682.23,28,11.464285714285714,237
diversifolius,208325,-119.5285,37.3067,1113,1988,5,23,1988-05-23,265,1987-09-01,1987-10-22,51,214,1988-06-27,300,-35,158,399.41,210.57,636.65,11,609.98,22,7.926511627906977,214
diversifolius,208357,-119.3953,37.0896,1160,1987,6,9,1987-06-09,281,1986-09-01,1987-01-04,125,156,1987-04-05,216,65,203,371.02,70.12,391.3,7,441.14,17,9.238853503184714,156
diversifolius,2103984,-121.5511,39.6303,412,2007,5,6,2007-05-06,247,2006-09-01,2006-11-02,62,185,2007-05-06,247,0,154.5,341.54,453.31,428.55,5,794.85,19,11.48978494623656,185
diversifolius,2121910,-121.5442,39.5989,358,2006,5,3,2006-05-03,244,2005-09-01,2005-10-26,55,189,2006-04-27,238,6,149.5,803.86,749.64,327.7,6,1553.5,22,10.986842105263158,189
diversifolius,2144518,-120.7062,38.6509,693,2006,5,10,2006-05-10,251,2005-09-01,2005-11-28,88,163,2006-04-25,236,15,169.5,672.1,660.86,315.2,5,1332.96,18,9.123170731707317,163
diversifolius,2144520,-120.6644,38.6553,709,2006,5,10,2006-05-10,251,2005-09-01,2005-11-28,88,163,2006-04-25,236,15,169.5,689.36,676,391.75,5,1365.36,18,9.10609756097561,163
diversifolius,2151238,-121.5531,39.6127,412,2006,4,23,2006-04-23,234,2005-09-01,2005-10-26,55,179,2006-04-27,238,-4,144.5,884,855.46,268.65,5,1742.32,21,10.56611111111111,179
diversifolius,305345,-121.5466,39.5973,358,1986,4,1,1986-04-01,212,1985-09-01,1985-09-07,6,206,1986-05-11,252,-40,109,357.08,897.74,543.65,3,1254.82,16,12.385507246376811,206
diversifolius,3180646,-119.97,37.4279,530,1998,5,7,1998-05-07,248,1997-09-01,1997-11-10,70,178,1998-06-16,288,-40,159,479.39,419.99,403.4,10,901.57,20,9.38659217877095,178
diversifolius,3194984,-121.5414,39.5988,358,1998,6,3,1998-06-03,275,1997-09-01,1997-10-09,38,237,1998-06-14,286,-11,156.5,956.42,725.81,413.45,7,1682.23,28,11.464285714285714,237
diversifolius,3315362,-118.7082,36.447,2070,1987,5,31,1987-05-31,272,1986-09-01,1986-09-24,23,249,1987-06-10,282,-10,147.5,216.63,452.78,589.95,24,669.41,38,4.6192,249
diversifolius,3317027,-121.5414,39.5988,358,1998,6,3,1998-06-03,275,1997-09-01,1997-10-09,38,237,1998-06-14,286,-11,156.5,956.42,725.81,413.45,7,1682.23,28,11.464285714285714,237
diversifolius,3547250,-119.4153,37.0784,1301,2005,7,13,2005-07-13,315,2004-09-01,2004-10-17,46,269,2005-05-18,259,56,180.5,719.55,344.86,326.59999999999997,11,1064.41,30,10.529259259259259,269
diversifolius,8634290,-119.5595,37.3228,1244,1988,5,23,1988-05-23,265,1987-09-01,1987-10-21,50,215,1988-06-27,300,-35,157.5,415.08,223.21,649.35,8,638.29,21,7.181481481481481,215
diversifolius,8634322,-119.3896,37.0933,1160,1987,6,9,1987-06-09,281,1986-09-01,1987-01-04,125,156,1987-04-05,216,65,203,371.02,70.12,391.3,7,441.14,17,9.238853503184714,156
diversifolius,C86993,-119.0997,36.9178,1197,1996,5,26,1996-05-26,268,1995-09-01,1995-12-12,102,166,1996-04-20,232,36,185,520.04,258.42,380.9,4,778.4599999999999,18,8.746107784431137,166
diversifolius,C86994,-119.3581,37.0389,1113,1997,4,18,1997-04-18,229,1996-09-01,1996-10-30,59,170,1997-04-01,212,17,144,1026.13,198.14000000000001,428.8,8,1224.27,17,8.87953216374269,170
diversifolius,JEPS108762,-121.5442,39.5989,358,2006,5,3,2006-05-03,244,2005-09-01,2005-10-26,55,189,2006-04-27,238,6,149.5,803.86,749.64,327.7,6,1553.5,22,10.986842105263158,189
diversifolius,JEPS111363,-118.7167,36.4403,2070,1994,5,27,1994-05-27,268,1993-09-01,1993-11-11,71,197,1994-06-01,273,-5,169.5,325.05,337.59,422.55,15,662.64,30,4.055555555555555,197
diversifolius,JEPS111364,-119.097,36.7567,1099,1994,5,27,1994-05-27,268,1993-09-01,1993-11-11,71,197,1994-06-01,273,-5,169.5,268.39,205.91,454.45,7,474.3,19,8.985858585858585,197
diversifolius,JEPS118763,-119.0997,36.9178,1197,1996,5,26,1996-05-26,268,1995-09-01,1995-12-12,102,166,1996-04-20,232,36,185,520.04,258.42,380.9,4,778.4599999999999,18,8.746107784431137,166
diversifolius,JEPS119071,-119.3581,37.0389,1113,1997,4,18,1997-04-18,229,1996-09-01,1996-10-30,59,170,1997-04-01,212,17,144,1026.13,198.14000000000001,428.8,8,1224.27,17,8.87953216374269,170
diversifolius,JEPS83660,-118.7082,36.447,2070,1987,5,31,1987-05-31,272,1986-09-01,1986-09-24,23,249,1987-06-10,282,-10,147.5,216.63,452.78,589.95,24,669.41,38,4.6192,249
diversifolius,UC1736554,-119.097,36.7567,1099,1994,5,27,1994-05-27,268,1993-09-01,1993-11-11,71,197,1994-06-01,273,-5,169.5,268.39,205.91,454.45,7,474.3,19,8.985858585858585,197
diversifolius,UC1736555,-119.4167,37.1514,736,1994,4,5,1994-04-05,216,1993-09-01,1993-11-11,71,145,1994-06-01,273,-57,143.5,128.83,221.72,438.4,8,350.55,15,8.835616438356164,145
diversifolius,UC1736556,-118.7167,36.4339,1836,1994,5,27,1994-05-27,268,1993-09-01,1993-11-11,71,197,1994-06-01,273,-5,169.5,319.25,315.36,555.05,14,634.61,28,4.789393939393939,197
drepanoides,1368855,-122.6533,39.8213,667,1986,4,25,1986-04-25,236,1985-09-01,1985-09-07,6,230,1986-05-10,251,-15,121,268.75,650.31,684.4,13,919.06,25,10.313852813852813,230
drepanoides,1402016,-121.5667,39.6983,371,2013,4,26,2013-04-26,237,2012-09-01,2012-10-22,51,186,2013-04-09,220,17,144,693.64,147.24,409.65000000000003,5,840.88,20,11.45187165775401,186
drepanoides,1402017,-121.5667,39.6983,371,2013,4,26,2013-04-26,237,2012-09-01,2012-10-22,51,186,2013-04-09,220,17,144,693.64,147.24,409.65000000000003,5,840.88,20,11.45187165775401,186
drepanoides,1402087,-123.0822,40.3722,1200,2010,7,1,2010-07-01,303,2009-09-01,2009-10-13,42,261,2010-06-06,278,25,172.5,767.59,457.2,527.75,12,1224.79,35,6.601145038167939,261
drepanoides,16571261,-122.6325,39.8917,439,1997,3,29,1997-03-29,209,1996-09-01,1996-10-29,58,151,1997-04-01,212,-3,133.5,402.55,199.41,347.35,17,601.96,24,9.903947368421052,151
drepanoides,2049525,-121.5638,39.7106,371,1982,4,7,1982-04-07,218,1981-09-01,1981-09-25,24,194,1982-04-16,227,-9,121,870.47,702.45,352.9,9,1572.92,28,10.29948717948718,194
drepanoides,2049527,-121.5638,39.7106,371,1982,4,22,1982-04-22,233,1981-09-01,1981-09-25,24,209,1982-04-16,227,6,128.5,982.05,693.05,385.35,9,1675.1,29,10.462857142857143,209
drepanoides,2049528,-121.5638,39.7106,371,1982,6,2,1982-06-02,274,1981-09-01,1981-09-25,24,250,1982-04-16,227,47,149,1061.32,613.78,587.1,9,1675.1,29,11.86374501992032,250
drepanoides,2054976,-122.6431,39.8972,589,1988,6,27,1988-06-27,300,1987-09-01,1987-11-30,90,210,1988-06-10,283,17,195,420.78,171.92,692.6,4,592.7,16,11.350236966824644,210
drepanoides,2058592,-122.6531,39.8175,667,1984,5,30,1984-05-30,272,1983-09-01,1983-11-09,69,203,1984-07-04,307,-35,170.5,614.92,113.82,601.65,14,728.74,24,9.475,203
drepanoides,2058594,-122.6367,39.895,439,1988,5,21,1988-05-21,263,1987-09-01,1987-11-30,90,173,1988-06-10,283,-20,176.5,356.6,129.85999999999999,645.75,5,486.46,15,10.125862068965517,173
drepanoides,2070296,-122.8967,40.2478,1195,1995,7,12,1995-07-12,314,1994-09-01,1994-11-05,65,249,1995-05-26,267,47,189.5,1151.81,597.71,396.15,11,1749.52,29,7.748,249
drepanoides,2073694,-123.0201,40.3304,1021,1997,6,7,1997-06-07,279,1996-09-01,1996-10-29,58,221,1997-04-01,212,67,168.5,917.2,163.35999999999999,564.35,16,1080.56,28,8.36126126126126,221
drepanoides,2075995,-122.4797,39.1582,645,1998,7,15,1998-07-15,317,1997-09-01,1997-11-10,70,247,1998-06-14,286,31,193.5,1156.18,280.71,454,8,1436.8899999999999,22,10.864516129032259,247
drepanoides,2076111,-123.1722,40.4702,863,1998,7,28,1998-07-28,330,1997-09-01,1997-10-06,35,295,1998-06-14,286,44,182.5,1401.52,435.04,1104,8,1836.56,27,9.223986486486487,295
drepanoides,2080568,-122.6281,40.1475,435,1998,5,20,1998-05-20,261,1997-09-01,1997-10-07,36,225,1998-06-25,297,-36,148.5,515.01,734.49,357.55,10,1249.5,22,10.292477876106195,225
drepanoides,2080800,-122.5844,40.0725,320,1999,4,27,1999-04-27,238,1998-09-01,1998-10-24,53,185,1999-04-14,225,13,145.5,309.33,314.9,406.7,9,624.23,23,9.710752688172043,185
drepanoides,2080801,-122.5688,40.095,320,1998,7,3,1998-07-03,305,1997-09-01,1997-10-07,36,269,1998-06-15,287,18,170.5,823.22,528.99,461.3,10,1352.21,27,12.508148148148148,269
drepanoides,2082113,-121.5655,39.6964,371,2000,5,31,2000-05-31,273,1999-09-01,1999-10-28,57,216,2000-04-20,232,41,165,611.43,600.41,511.5,4,1211.84,18,12.43963133640553,216
drepanoides,2082592,-122.6583,40.0103,926,2000,6,11,2000-06-11,284,1999-09-01,1999-10-27,56,228,2000-05-17,259,25,170,547.8,361.86,185.85,5,909.66,18,9.897816593886462,228
drepanoides,2083691,-122.6083,39.7417,887,2000,6,23,2000-06-23,296,1999-09-01,1999-10-27,56,240,2000-05-18,260,36,176,541.03,280,285.5,8,821.03,19,10.819502074688797,240
drepanoides,2083952,-122.6511,39.8561,721,2000,5,24,2000-05-24,266,1999-09-01,1999-10-28,57,209,2000-05-18,260,6,161.5,376.84000000000003,415.07,319.9,8,791.91,19,10.155238095238095,209
drepanoides,2084159,-122.5997,39.8647,314,2000,6,6,2000-06-06,279,1999-09-01,1999-11-08,68,211,2000-05-18,260,19,173.5,361.78000000000003,258.04,500.35,4,619.82,15,12.512735849056604,211
drepanoides,2105303,-122.6494,39.8947,721,1992,5,24,1992-05-24,266,1991-09-01,1991-10-25,54,212,1992-05-06,248,18,160,246.95,378.40000000000003,608.25,15,625.35,28,10.144600938967136,212
drepanoides,2105427,-122.6481,40.0161,926,1991,7,5,1991-07-05,307,1990-09-01,1991-01-07,128,179,1991-05-21,262,45,217.5,409.94,74.97,434.85,8,484.91,14,11.134444444444444,179
drepanoides,2107550,-122.6519,39.8239,667,1995,5,2,1995-05-02,243,1994-09-01,1994-11-05,65,178,1995-06-26,298,-55,154,783.41,465.26,311.8,12,1248.67,25,7.555865921787709,178
drepanoides,2109071,-122.6531,39.9069,1068,1989,6,22,1989-06-22,294,1988-09-01,1988-11-10,70,224,1989-07-01,303,-9,182,400.27,389.38,404.85,15,789.65,26,8.358666666666666,224
drepanoides,2153080,-122.6556,40.0347,760,2000,6,11,2000-06-11,284,1999-09-01,1999-10-27,56,228,2000-05-17,259,25,170,519.54,353.89,357.05,4,873.43,17,10.633624454148471,228
drepanoides,2888833,-122.6331,39.8919,439,1997,3,29,1997-03-29,209,1996-09-01,1996-10-29,58,151,1997-04-01,212,-3,133.5,402.55,199.41,347.35,17,601.96,24,9.903947368421052,151
drepanoides,3191601,-122.6181,39.8842,439,1997,6,5,1997-06-05,277,1996-09-01,1996-10-29,58,219,1997-04-01,212,65,167.5,545.63,94.05,625.45,20,639.68,29,12.242727272727272,219
drepanoides,3210481,-122.6339,39.8842,439,1997,5,29,1997-05-29,270,1996-09-01,1996-10-29,58,212,1997-04-01,212,58,164,545.48,87.31,601.2,19,632.79,28,11.965258215962441,212
drepanoides,3217840,-122.6088,39.7423,887,2000,6,23,2000-06-23,296,1999-09-01,1999-10-27,56,240,2000-05-18,260,36,176,541.03,280,285.5,8,821.03,19,10.819502074688797,240
drepanoides,3234210,-123.0559,40.3102,1350,1988,7,8,1988-07-08,311,1987-09-01,1987-11-13,73,238,1988-06-11,284,27,192,807.98,218.26,557.35,10,1026.24,26,7.174476987447699,238
drepanoides,3240829,-122.6486,40.0141,926,1991,7,5,1991-07-05,307,1990-09-01,1991-01-07,128,179,1991-05-21,262,45,217.5,409.94,74.97,434.85,8,484.91,14,11.134444444444444,179
drepanoides,3254966,-121.7839,40.3669,885,1997,5,30,1997-05-30,271,1996-09-01,1996-10-29,58,213,1997-05-02,243,28,164.5,805.08,181.21,574.9,13,986.2900000000001,27,10.519158878504673,213
drepanoides,3289524,-122.7019,40.0095,1355,1992,6,18,1992-06-18,291,1991-09-01,1991-10-25,54,237,1992-05-06,248,43,172.5,469.51,254.89,391.25,14,724.4,28,9.039075630252102,237
drepanoides,3303525,-122.6331,39.8919,439,1997,6,5,1997-06-05,277,1996-09-01,1996-10-29,58,219,1997-04-01,212,65,167.5,545.63,94.05,625.45,20,639.68,29,12.242727272727272,219
drepanoides,3320252,-123.0947,40.3684,1200,1992,6,12,1992-06-12,285,1991-09-01,1991-10-25,54,231,1992-05-01,243,42,169.5,480.19,294.71,677.95,11,774.9,25,7.254310344827586,231
drepanoides,3329057,-122.6339,39.8842,439,1997,5,29,1997-05-29,270,1996-09-01,1996-10-29,58,212,1997-04-01,212,58,164,545.48,87.31,601.2,19,632.79,28,11.965258215962441,212
drepanoides,3339048,-121.7169,39.9675,1017,1997,6,1,1997-06-01,273,1996-09-01,1996-09-13,12,261,1997-05-02,243,30,142.5,1368.07,517.4,685.6,10,1885.47,24,10.481679389312976,261
drepanoides,3368944,-122.7669,40.0554,1451,1992,6,18,1992-06-18,291,1991-09-01,1991-10-25,54,237,1992-05-05,247,44,172.5,486.81,277.51,409,12,764.32,26,8.485714285714286,237
drepanoides,3374830,-123.149,40.3375,1346,1992,6,12,1992-06-12,285,1991-09-01,1991-10-25,54,231,1992-05-02,244,41,169.5,816.22,360.65999999999997,584.55,11,1176.8799999999999,25,7.677155172413793,231
drepanoides,3389370,-122.7669,40.0554,1451,1992,6,18,1992-06-18,291,1991-09-01,1991-10-25,54,237,1992-05-05,247,44,172.5,486.81,277.51,409,12,764.32,26,8.485714285714286,237
drepanoides,3413020,-121.5705,39.69,371,2000,5,31,2000-05-31,273,1999-09-01,1999-10-28,57,216,2000-04-20,232,41,165,611.43,600.41,511.5,4,1211.84,18,12.43963133640553,216
drepanoides,3414615,-123.1722,40.4702,863,1998,7,28,1998-07-28,330,1997-09-01,1997-10-06,35,295,1998-06-14,286,44,182.5,1401.52,435.04,1104,8,1836.56,27,9.223986486486487,295
drepanoides,3429425,-123.036,40.252,1439,1988,8,2,1988-08-02,336,1987-09-01,1987-11-13,73,263,1988-06-11,284,52,NA,NA,NA,NA,9,1154.1,26,NA,NA
drepanoides,3472900,-122.7022,40.4405,587,1993,6,16,1993-06-16,288,1992-09-01,1992-10-28,57,231,1993-06-08,280,8,172.5,705.73,440.40999999999997,513.35,19,1146.14,37,8.846120689655173,231
drepanoides,3498742,-121.5705,39.69,371,2000,5,31,2000-05-31,273,1999-09-01,1999-10-28,57,216,2000-04-20,232,41,165,611.43,600.41,511.5,4,1211.84,18,12.43963133640553,216
drepanoides,3511775,-122.7022,40.4405,587,1993,6,16,1993-06-16,288,1992-09-01,1992-10-28,57,231,1993-06-08,280,8,172.5,705.73,440.40999999999997,513.35,19,1146.14,37,8.846120689655173,231
